Cheat Mode,MAPCOLORMNU_CHEATMODE,,,,Cheatovací režim,Cheat-Modus,,Tromp-reĝimo,Modo de truco,,Huijaustila,Mode Cheat,,Modalità cheat,チートモード時,치트 모드,Bedriegingsmodus,Tryb oszustwa,Modo Trapaça,Modo de Batota,Modul Trișor,Чит-режим,Чит мод,
Invisible 2-sided walls,MAPCOLORMNU_TSWALLCOLOR,,,,Neviditelné oboustranné zdi,Unsichtbare zweiseitige Wände,,Nevideblaj 2-lateraj muroj,Paredes de 2 lados Invisibles,,Näkymättömät kaksipuoliset seinät,Murs à 2 côtés invisibles,,Muri invisibili bilaterali,表示されないline,투명한 양면 벽,Onzichtbare 2-zijdige wanden,Niewidzialne dwustronne ściany,Paredes invisíveis de 2 lados,,Pereți cu două fețe invizibili,Невидимые двусторонние стены,Невидљиви двострани зидови,
Secret walls,MAPCOLORMNU_SECRETWALLCOLOR,,,,Tajné zdi,Geheime Wände,,Sekretaj muroj,Paredes secretas,,Salaiset seinät,Murs Secrets,,Muri segreti,シークレットの壁,비밀 벽,Geheime muren,Sekretne ściany,Paredes secretas,,Pereți ascunși,Тайные стены,Тајни зидови,
Actors,MAPCOLORMNU_THINGCOLOR,,,,Objekty,Akteure,,Aktoroj,Actores,,Oliot,Acteurs,,Attori,アクター,개체,Acteurs,Aktorzy,Atores,,Actori,Акторы,Актори,
Monsters,MAPCOLORMNU_MONSTERCOLOR,,,,Příšery,Monster,,Monstroj,Monstruos,,Hirviöt,Monstres,,Mostri,モンスター,적들,Monsters,Potwory,Monstros,,Monștri,Монстры,Чудовишта,
Non-counting Monsters,MAPCOLORMNU_NONCOUNTINGMONSTERCOLOR,,,,Nepočítané příšery,nicht gezählte Monster,,Nenombrotaj Monstroj,Monstruos no contados,Monstruos sin contar,Ei-laskettavat hirviöt,Monstres non comptés,,Mostri non contati,非カウントモンスター,킬수에 포함 되지 않는 적들,Niet-tellende Monsters,Niezliczane Potwory,Monstros Não Contados,,Monștri neacoperiți de numărătoare,Неучитываемые монстры,Не рачунајући чудовишта,
Friends,MAPCOLORMNU_FRIENDCOLOR,,,,Přátelé,Freunde,,Amikoj,Amigos,,Omat,Amis,,Amici,仲間,친구들,Vrienden,Przyjaciele,Amigos,,Prieteni,Дружественные,Пријатељи,
Items,MAPCOLORMNU_ITEMCOLOR,,,,Předměty,Gegenstände,,Aĵoj,Objetos,,Esineet,Objets,,Oggetti,アイテム,아이템들,Artikelen,Przedmioty,Itens,,Obiecte,Предметы,Предмети,
Count Items,MAPCOLORMNU_COUNTITEMCOLOR,,,,Počítané předměty,gezählte Gegenstände,,Nombri aĵojn,Objetos contados,Conteo de objetos,Laske esineet,Objets comptés,,Oggetti contati,カウント対象アイテム,아이템 계산,Tellen,Zlicz przedmioty,Itens Contados,,Numără obiectele,Учитываемые предметы,Рачунајући предмети,
Overlay Mode,MAPCOLORMNU_OVERLAY,,,,Překryvný režim,Überlagerungsmodus,,Surmeto-reĝimo,Modo sobrepuesto,,Projisointitila,Mode surimpression,,Modalità sovrapposizione,オーバーレイモード,오버레이 모드,Overlaadmodus,Tryb Nakładki,Modo de Sobreposição,,Mod acoperit,Прозрачный режим,Провидна аутомапа,
Overlay Cheat Mode,MAPCOLORMNU_OVCHEATMODE,,,,Překryvný cheatovací režim,Überlagerungsmodus Cheats,,Surmeto-tromp-reĝimo,Sobreposición modo de truco,,Projisointihuijaustila,Mode Cheat Surimpression,,Modalità cheat sovrapposizione,オーバーレイ チートモード,치트 모드 오버레이,Overlaadmodus Cheats,Tryb Nakładki Oszustwa,Modo Trapaça de Sobreposição,Modo Batota de Sobreposição,Mod acoperit trișor,Прозрачный чит-режим,Провидни читови,
Portal Overlays,MAPCOLORMNU_PORTAL,,,,Portálové překryvy,Portalüberlagerung,,Portalo-surmetoj,Sobreposición de portal,,Portaaliprojisoinnit,Portails superposés,,Sovrapposizioni del portale,ポータル オーバーレイ,포탈 오버레이,Portaaloverlays,Nakładanie się Portali,Sobreposição de portais,,Acoperiri portaluri,Порталы в прозрачном режиме,Провидни портали,
,,Messages,,,,,,,,,,,,,,,,,,,,,,
Messages,MSGMNU_TITLE,,,,Zprávy,Nachrichten,,Mesaĝoj,Mensajes,,Viestit,,,Messaggi,メッセージ類,메시지들,Berichten,Wiadomości,Mensagens,,Mesaje,Сообщения,Поруке,
Show messages,MSGMNU_SHOWMESSAGES,,,,Zobrazit zprávy,Zeige Nachrichten,,Montri mesaĝojn,Mostrar Mensajes,,Näytä viestit,Afficher messages,,Mostra messaggi,メッセージ表示,메시지 표시,Berichten tonen,Pokaż wiadomości,Mostrar mensagens,,Afișare mesaje,Отображение сообщений,Прикажи поруке,
Show obituaries,MSGMNU_SHOWOBITUARIES,,,,Zobrazit zprávy o smrtích,Zeige Todesanzeigen,,Montri nekrologojn,Mostrar obituarios,,Näytä kuolinviestit,Afficher avis de décès,,Mostra i necrologi,訃報表示,사망 메시지 표시,Doodsbrieven tonen,Pokaż nekrologi,Mostrar obituários,,Afișare necrologuri,Отображение некрологов,Прикажи читуље,
Show secret notifications,MSGMNU_SHOWSECRETS,,,,Zobrazit upozornění na tajemství,Zeige Geheimnismeldung,,Montri sekretajn sciigojn,Mostrar notificación de secretos,,Ilmoita salojen löytymisestä,Afficher secrets,,Mostra le notifiche dei segreti,シークレット発見表示,비밀 알림 표시,Geheime meldingen tonen,Pokaż wiadomości znalezienia sekretu,Mostrar notificação de segredos,,Afișare notificări pentru secrete,Отображение сообщений о тайниках,Прикажи тајне нотификације,
Minimum message level,MSGMNU_MESSAGELEVEL,,,,Minimální úroveň zpráv,Min. Nachrichtenanzeigestufe,,Minimuma nivelo de mesaĝoj,Nivel mínimo de mensaje,,Pienin viestintätaso,Niveau de message minimum,,Numero di messaggi minimo,最小メッセージレベル,메시지 축소량,Minimaal berichtenniveau,Poziom minimalnych wiadomości,Nível mínimo de mensagem,,Nivel minim de afișare mesaje,Минимальный уровень сообщений,Минимум левел порука,
Message Colors,MSGMNU_MESSAGECOLORS,,,Message Colours,Barva zpráv,Nachrichtenfarben,,Mesaĝkoloroj,Colores de los Mensajes,,Viestien värit,Couleur des messages,,Colore dei messaggi,メッセージ色,메시지 색상,Bericht Kleuren,Kolory Wiadomości,Cores de Mensagem,,Culori Mesaje,Цвета сообщений,Боје порука,
Item Pickup,MSGMNU_ITEMPICKUP,,,,Sebrání předmětu,Genommene Gegenstände,,Aĵprenado,Toma de objetos,,Esineen poimiminen,Objets ramassés,,Raccolta oggetti,アイテム取得,아이템 획득,Puntafhaling,Podniesienie Przedmiotu,Coleta de Item,Aquisição de Itens,Ridicare obiecte,Подбор предмета,Покупити предмет,
Lose messages (match only),MSGMNU_OBITUARIES,,,,Zprávy o úmrtí,Todesanzeigen,,Nekrologoj,Obituarios,,Kuolinviestit,Avis de décès,,Necrologi,死亡時メッセージ,사망 메시지,Doodsbrieven,Nekrologi,Obituários,,Necrologuri,Некрологи,Читуље,
Critical Messages,MSGMNU_CRITICALMESSAGES,,,,Kritické zprávy,Kritische Nachrichten,,Gravegaj Mesaĝoj,Mensajes críticos,,Tärkeät viestit,Messages d'erreur,,Messaggi critici,致命的なメッセージ,중요한 메시지,Kritische berichten,Wiadomości krytyczne,Mensagens Críticas,,Mesaje Critice,Важные сообщения,Критичне поруке,
Chat Messages,MSGMNU_CHATMESSAGES,,,,Chatové zprávy,Chatnachrichten,,Babilmesaĝoj,Mensajes de chat,,Keskusteluviestit,Message de Chat,,Messaggi chat,チャットメッセージ,채팅 메시지,Chatberichten,Wiadomości czatu,Mensagens de Chat,,Mesaje Conversație,Сообщения в чате,Ћаскања,
Team Messages,MSGMNU_TEAMMESSAGES,,,,Týmové zprávy,Teamnachrichten,,Teammesaĝoj,Mensajes de equipo,,Joukkueen viestit,Messages d'équipe,,Messaggi chat di squadra,チームメッセージ,팀 채팅 메시지,Team Berichten,Wiadomości czatu drużynowego,Mensagens de Equipe,Mensagens de Equipa,Mesajele Echipei Proprii,Командные сообщения в чате,Тимске поруке,
Centered Messages,MSGMNU_CENTEREDMESSAGES,,,Centred Messages,Vycentrované zprávy,Zentrierte Nachrichten,,Centra Mesaĝoj,Mensajes centrados,,Keskitetyt viestit,Messages centrés,,Messaggi centrati,スクリプトメッセージ,중간에 위치한 메시지,Gecentreerde berichten,Wyśrodkowane wiadomości,Mensagens Centralizadas,Mensagens Centradas,Mesaje Centrate,Центрированные сообщения,Централне поруке,
Screenshot messages,MSGMNU_SCREENSHOTMESSAGES,,,,Zprávy o snímcích obrazovky,Screnshot-Meldungen,,Mesaĝojn de ekrankopiado,Mensajes de captura de pantalla,,Kuvakaappausviestit,Messages de capture d'écran,,Messaggi di cattura schermo,スクショメッセージ,스크린샷 메시지,Screenshot berichten,Wiadomości o zrobieniu zrzutu ekranu,Mensagens de captura de tela,Mensagen de captura de ecrã,Mesaje Capturi Ecran,Сообщения о скриншотах,Скриншот поруке,
Detailed save messages,MSGMNU_LONGSAVEMESSAGES,,,,Detailní zprávy o uložené hře,Detaillierte Speicher-Meldungen,,Detalaj konservmesaĝoj,Mensajes detallados de guardado,,Yksityiskohtaiset tallennusviestit,Messages de sauvegarde détailés,,Messaggi sui dettagli di salvataggio,詳細なセーブメッセージ,자세한 저장 메시지,Gedetailleerde berichten voor op te slaan,Szczegółowe wiadomości o zapisie,Mensagens detalhadas de salvamento,Mensagens detalhadas de gravação,Mesaje detaliate pentru salvări,Подробные сообщения о сохранениях,Детаљно сачуване поруке,
Developer message mode,MSGMNU_DEVELOPER,,,,Vývojářský režim zpráv,Entwickler-Modus,,Reĝimo de mesaĝoj por programistoj,Modo de mensajes de desarrollador,,Pelinkehittäjäviestitila,Mode de Développement,,Modalità messaggi per sviluppatore,開発者用モード,개발자 메시지 모드,Berichtenmodus voor ontwikkelaars,Tryb wiadomości deweloperskich,Modo de mensagens de desenvolvedor,,Mod mesaje pentru dezvoltator,Режим сообщений для разработчиков,Поруке девелопера,
,,Automap,,,,,,,,,,,,,,,,,,,,,,
Map color set,AUTOMAPMNU_COLORSET,,,Map colour set,Nastavit barvy mapy,Farbset,,Mapkoloragordaĵo,Definir colores,,Kartan värikokoelma,Set de couleurs de la carte,,Colori della mappa,地図色セット,맵 색상 설정,Kaartkleurenset,Zestaw kolorów mapy,Definir cores de mapa,,Set culori hartă,Цвета автокарты,Боје за мапу,
Allow map defined colors,AUTOMAPMNU_CUSTOMCOLORS,,,Allow map defined colours,Povolit barvy nastavené v modech,Erlaube levelspezifische Farben,,Permesi mapdefinito-koloron,Permitir colores definidos,,Salli tason määrittelemät värit,Couleurs définies par carte,,Consenti i colori definiti dalla mappa,定義したマップ色の許可,맵 정의 색상 허용,Niveau-specifieke kleuren toestaan,Pozwól na kolory zdefiniowne przez mapę,Permitir cores definidas por mapa,,Permite culorilor să fie definite de hartă,Настроить цвета автокарты,Дозволи дефинисане боје за мапу,
Customize map colors,AUTOMAPMNU_SETCUSTOMCOLORS,,,Set custom colours,Nastavit vlastní barvy,Benutzerdefinierte Farben,,Agordi laŭmendajn kolorojn,Fijar colores personalizados,,Mukauta värejä,Choisir couleurs personnalisées,,Modifica i colori personalizzati,カスタム色を決める,사용자 지정 색상 설정,Aangepaste kleuren instellen,Spersonalizuj kolory,Definir cores personalizadas,,Setare culori personalizate,Выбор цветов,Промени боје,
Setup map controls,AUTOMAPMNU_CONTROLS,,,,Nastavit ovládání mapy,Automapsteuerung einstellen,,Agordi mapregilojn,Personalizar Controles del mapa,,Kartanohjausasetukset,Choisir contrôles de la carte,,Personalizza i controlli mappa,マップコントロール カスタマイズ,맵 조작 설정,Kaartcontroles aanpassen,Ustaw klawisze mapy,Configurar comandos de mapa,,Personalizare schemă de control a hărții,Управление,Промени контроле мапе,
Overlay map over gameplay,AUTOMAPMNU_OVERLAY,,,,Použít překryvnou mapu,Überlagere Automap,,Surmeti aŭtomapon,Superponer automapa,,Projisoi automaattikartta,Carte en Surimpression,,Copri l'automappa,オートマップを重ねる,오토맵을 오버레이,Overlay automap,Nałożenie mapy,Sobreposição de automapa,,Acoperire hartă computerizată,Прозрачная автокарта,Провидна аутомапа,
Show floor textures (no overlay),AUTOMAPMNU_TEXTURED,,,,Povolit textury,Texturanzeige,,Aktivigi teksaĵekrano,Mostrar automapa texturizado,,Ota käyttöön pintakuvioinnit,Activer affichage texturé,,Abilita la mostra texture,床テクスチャ表示を許可,텍스쳐 디스플레이 허용,Structuurweergave inschakelen,Włącz oteksturowanie mapy,Habilitar automapa texturizado,Permitir automapa texturizado,Activare mod texturat,Текстуры на автокарте,Омогући приказ текстура,
Show item counts,AUTOMAPMNU_SHOWITEMS,,,,Zobrazit počet předmětů,Zeige Gegenstandsanzahl,,Montri aĵkvantojn,Mostrar conteo de objetos,,Näytä esineiden lukumäärä,Afficher compte d'objets,,Mostra il conteggio degli oggetti,アイテム数 表示,주운 아이템의 갯수를 표시,Toon artikeltellingen,Pokaż liczbę przedmiotów,Mostrar contagem de itens,,Afișare numărătoare obiecte,Количество предметов,Прикажи бројач за предмете,
Show monster counts,AUTOMAPMNU_SHOWMONSTERS,,,,Zobrazit počet příšer,Zeige Monsteranzahl,,Montri monstro,Mostrar conteo de monstruos,,Näytä hirviöiden lukumäärä,Afficher compte de monstres,,Mostra il conteggio dei mostri,モンスター数 表示,죽인 적의 횟수 표시,Toon monstertellingen,Pokaż liczbę potworów,Mostrar contagem de monstros,,Afișare numărătoare monștri,Количество монстов,Прикажи бројач за чудовишта,
Show secret counts,AUTOMAPMNU_SHOWSECRETS,,,,Zobrazit počet tajemství,Zeige Geheimnisanzahl,,Montri monstro-kvantojn,Mostrar conteo de secretos,,Näytä salojen lukumäärä,Afficher compte de secrets,,Mostra il conteggio dei segreti,シークレット数 表示,밝힌 비밀의 수 표시,Toon geheime tellingen,Pokaż liczbę sekretów,Mostrar contagem de segredos,,Afișare numărătoare secrete,Количество тайников,Прикажи бројач за тајне,
Show time elapsed,AUTOMAPMNU_SHOWTIME,,,,Zobrazit uplynulý čas,Zeige vergangene Zeit,,Montri pastempon,Mostrar tiempo transcurrido,,Näytä kulunut aika,Afficher temps passé,,Mostra il tempo trascorso,経過時間 表示,경과한 시간 표시,Verstreken tijd tonen,Pokaż ile czasu upłynęło,Mostrar tempo decorrido,,Afișare timp petrecut pe hartă,Прошедшее время,Прикажи протекло време,
Show total time elapsed,AUTOMAPMNU_SHOWTOTALTIME,,,,Zobrazit celkový uplynulý čas,Zeige Gesamtzeit,,Montri tutan pastempon,Mostrar tiempo total transc.,,Näytä yhteensä kulunut aika,Afficher total de temps passé,,Mostra il tempo totale trascorso,統計時間 表示,누적 경과한 시간 표시,Toon de totale verstreken tijd,"Pokaż całkowity czas, który upłynął",Mostrar tempo total decorrido,,Afișare timp total petrecut în joc,Общее время,Прикажи укупно протекло време,
Show secrets on map,AUTOMAPMNU_MAPSECRETS,,,,Zobrazit tajemství na mapě,Zeige Geheimnisse auf der Karte,,Montri sekretojn mape,Mostrar secretos en el mapa,,Näytä salat kartalla,Afficher secrets sur carte,,Mostra i segreti nella mappa,シークレットを地図に表示,맵의 비밀을 표시,Toon geheimen op de kaart,Pokaż sekrety na mapie,Mostrar segredos no mapa,,Afișare secrete,Тайники на карте,Прикажи тајне на аутомапи,
Show map label,AUTOMAPMNU_SHOWMAPLABEL,,,,Zobrazit kód mapy,Zeige Levelnamen,,Montri mapetikedon,Mostrar etiqueta del mapa,,Näytä tason tunniste,Afficher label de carte,,Mostra le etichette della mappa,マップ名 表示,맵의 이름 표시,Toon kaartlabel,Pokaż etykietę mapy,Mostrar etiqueta do mapa,,Afișare etichetă hartă,Название карты,Прикажи ознаку мапе,
Draw map background,AUTOMAPMNU_DRAWMAPBACK,,,,Vykreslovat pozadí mapy,Zeige Kartenhintergrund,,Desegni mapfondon,Dibujar fondo de mapa,,Piirrä tason tausta,Afficher fond d'écran carte,,Mostra lo sfondo della mappa,マップの背景 描写,맵의 배경 출력,Teken de achtergrond van de kaart,Rysuj tło mapy,Desenhar fundo do mapa,,Afișare fundal hartă,Отображать фон автокарты,Нацртај позадину мапе,
Show keys (cheat),AUTOMAPMNU_SHOWKEYS,,,,Zobrazovat klíče (cheat),Zeige Schlüssel (Cheat),,Montri klavojn (trompo),Mostrar llaves (truco),,Näytä avaimet (huijauskeino),Afficher les clés (cheat),,Mostra le chiavi (cheat),鍵 表示(チート時),키를 표시 (치트),Toon sleutels (valsspeler),Pokaż klucze (oszustwo),Mostrar chaves (trapaça),,Afișare chei (trișare),Отображать ключи (только чит),Прикажи кључеве (чит),
Show trigger lines,AUTOMAPMNU_SHOWTRIGGERLINES,,,,Zobrazovat aktivující čáry,Zeige Auslöserlinien,,Montri baskulliniojn,Mostrar líneas de activación,,Näytä laukaisinviivat,Afficher lignes d'action,,Mostra le linee d'attivazione,トリガーライン 表示,트리거 선을 표시,Triggerlijnen tonen,Pokaż linie przełączników,Mostrar linhas de ativação,,Afișare linii declanșatoare,Отображать триггеры,Прикажи триггер линије,
Show things as sprites,AUTOMAPMNU_SHOWTHINGSPRITES,,,,Zobrazit objekty jako sprity,Zeige Dinge als Sprites,,Montri aĵojn kiel spritoj,Mostrar cosas como sprites,,Näytä oliot spriteinä,Afficher objets comme sprites,,Mostra gli oggetti come sprite,thingsのスプライト表示,물체를 스프라이트로 표시,Toon dingen als sprites,Pokaż rzeczy jako sprite'y,Mostrar objetos como sprites,,Afișare obiecte drept sprite,Отображать спрайты предметов,Прикажи ствари као спрајтове,
Overlay portals,AUTOMAPMNU_PTOVERLAY,,,,Překrývat portály,Überlagere Portale,,Surmeti portalojn,Sobreponer portales,,Projisoi portaalit,Superposer les portails,,Sovrapponi i portali,オーバーレイ ポータルズ,포탈을 오버레이,Overlappende portalen,Nałóż portale,Sobreposição de portais,,Acoperire portaluri,Порталы в прозрачном режиме,Провидни портали,
Empty space margin,AUTOMAPMNU_EMPTYSPACEMARGIN,,,,Práh prázdného prostoru,Breite des Randes,,Malplene spacia marĝeno,Margen de Espacio Vacío,,Tyhjän reunan leveys,Marge d'espace vide,,Margine dello spazio vuoto,空間の余白,빈공간 여백,Breedte van de rand,Opróżnij margines przestrzeni,Margem de espaço vazio,,Margine spațiu gol,Край автокарты,Празна маргина,
Mark font,AUTOMAPMNU_MARKFONT,,,,Font značek,Zeichensatz für Markierungen,,Marki tiparon,Fuente para Marcas,,Karttamerkkien fontti,Police Marqueur,,Font del segnaposto,マークフォント,미니맵 마킹 폰트,Font voor markers,Czcionka oznaczeń,Fonte das marcações,,Font marcaj,Шрифт отметок,Фонт ознака,
Mark color,AUTOMAPMNU_MARKCOLOR,,,,Barva značek,Farbe für Markierungen,,Marki koloron,Color de las Marcas,,Karttamerkkien väri,Couleur Marqueur,,Colore del segnaposto,マーク色,미니맵 마킹 색상,Markeer kleur,Kolor oznaczeń,Cor das marcações,,Culoare marcaj,Цвет отметок,Боја ознака,
Set mark,MAPCNTRLMNU_SETMARK,,,,Umístit značku,Setze Markierung,,Meti markon,Fijar marca,,Aseta merkki,Placer repère,,Aggiungi segnaposto,マークを置く,마크 추가,Markering instellen,Ustaw znacznik,Posicionar marcação,,Marcare,Поставить отметку,Постави ознаку,
Clear mark,MAPCNTRLMNU_CLEARMARK,,,,Vyčistit značky,Lösche Markierung,,Forviŝi markon,Limpiar marca,,Pyyhi merkit,Enlever repères,,Pulisci il segnaposto,マーククリア,마크 삭제,Duidelijke markering,Usuń znacznik,Limpar marcação,,Ștergere marcaj,Убрать отметку,Уклони ознаку,
,,Scoreboard,,,,,,,,,,,,,,,,,,,,,,
Scoreboard Options,DSPLYMNU_SCOREBOARD,,,,Nastavení tabulky skóre,Punktetabellenoptionen,,Poentotabulo-agordoj,Opciones de marcador,,Pistetauluasetukset,Options Tableau des Scores,Eredményjelző beállítások,Opzioni tabella punteggio,スコアボード オプション,점수창 설정,Scorebord opties,Opcje Tablicy Wyników,Opções de Tela de Pontuação,,Opțiuni Tabelă de Marcaj,Таблица очков,Табеларне подешавања,
Scoreboard Options,SCRBRDMNU_TITLE,,,,Nastavení tabulky skóre,Punktetabellenoptionen,,Poentotabulo-agordoj,Opciones de marcador,,Pistetauluasetukset,Tableau des Scores,,Opzioni per la tabella punteggio,スコアボード オプション,점수판 설정,Scorebord opties,Opcje Tablicy Wyników,Opções de Tela de Pontuação,Opções do Ecrã de Pontuação,Setări Tabelă de Marcaj,Настройки таблицы очков,Подешавања бодовања,
Cooperative Options,SCRBRDMNU_COOPERATIVE,,,,Nastavení co-op módu,Kooperativ-Optionen,,Kooperativagrodoj,Opciones de cooperativo,,Yhteispeliasetukset,Options Mode Coop,,Opzioni per il gioco cooperativo,協力モード オプション,코옵 설정,Coöperatieve Opties,Opcje Kooperacji,Opções de Jogo Cooperativo,,Setări Mod Cooperativ,Настройки для команд,Подешавања сарадње,
Enable Scoreboard,SCRBRDMNU_ENABLE,,,,Povolit tabulku skóre,Punktetabelle aktiv,,Aktivigi poenttabulon,Activar marcador,,Ota käyttöön pistetaulu,Activer Tableau des Scores,,Abilita la tabella punteggio,スコアボード表示,점수판 허용,Scorebord inschakelen,Zezwól na Tablicę Wyników,Habilitar Tela de Pontuação,Permitir Ecrã de Pontuação,Activare Tabelă de Marcaj,Включить таблицу очков,Омогући бодовање,
Header Color,SCRBRDMNU_HEADERCOLOR,,,Header Colour,Barva hlavičky,Kopfzeilenfarbe,,Tutilkoloro,Color de cabecera,,Otsikon väri,Couleur du Titre,,Colore della testata,ヘッダー色,헤더의 색깔,Kleur koptekst,Kolor Nagłówka,Cor de Cabeçalho,,Culoare Antet,Цвет заголовка,Боја заглавља,
Your Player Color,SCRBRDMNU_YOURCOLOR,,,Your Player Colour,Barva tvého hráče,Deine Spielerfarbe,,Via ludantkoloro,Color de tu jugador,,Pelaajasi väri,Votre couleur,,Colore del giocatore 'Tu',自分の色,플레이어의 색깔,Uw Spelerskleur,Twoje Kolory,Cor do Seu Jogador,Cor do teu Jogador,Culoarea Jucătorului Tău,Ваш цвет,Боја твога играча,
Other Players' Color,SCRBRDMNU_OTHERPLAYERCOLOR,,,Other Players' Colour,Barva ostatních hráčů,Andere Spielerfarbe,,Koloro de aliaj ludantoj,Color de otros jugadores,,Muiden pelaajien väri,Couleur des autres joueurs,,Colore degli altri giocatori,他者の色,다른 플레이어들의 색깔,Andere spelerskleur,Kolory Innych Graczy,Cor de Outros Jogadores,Cor dos Outros Jogadores,Culorile Celorlalți Jucători,Цвет других игроков,Боја другог играча,
Match Options,SCRBRDMNU_DEATHMATCH,,,,Nastavení deathmatche,Deathmatch-Optionen,,Mortmatĉagordoj,Opciones modo a muerte,,Kuolonotteluasetukset,Options Deathmatch,,Opzioni deathmatch,デスマッチの設定,데스매치 설정,Deathmatch opties,Opcje Deathmatchu,Opções de Deathmatch,,Setări Deathmatch,Настройки Deathmatch,Детмеч подешавања,
Team Match Options,SCRBRDMNU_TEAMDEATHMATCH,,,,Nastavení týmového deathmatche,Team-Deathmatch-Optionen,,Teammortmatĉagordoj,Opciones modo a muerte por equipos,,Joukkuekuolonotteluasetukset,Options Deathmatch en équipe,,Opzioni deathmatch a squadra,チームデスマッチの設定,팀 데스매치 설정,Team Deathmatch Opties,Opcje Drużynowego Deathmatchu,Opções de Deathmatch de Equipe,Opções de Deathmatch de Equipa,Setări Deathmatch în Echipă,Настройки командного Deathmatch,Тимски детмеч подешавања,
,,Alt HUD,,,,,,,,,,,,,,,,,,,,,,
Alternative HUD,ALTHUDMNU_TITLE,,,,Alternativní HUD,Alternatives HUD,,Alternativa HUD,HUD Alternativo,,Vaihtoehtoinen tilanäyttö,ATH Alternatif,,HUD alternativo,オルタナティブHUD,대체 HUD,Alternatieve HUD,Alternatywny HUD,HUD alternativo,,Interfață pe Timp de Joc Alternativă,Альтернативный HUD,Алтернативни HUD,
Enable alternative HUD,ALTHUDMNU_ENABLE,,,,Povolit alternativní HUD,Alternatives HUD eingeschaltet,,Aktivigi alternativan HUD,Activar HUD Alternativo,,Ota käyttöön vaihtoehtoinen tilanäyttö,Activer l'ATH Alternatif,,Abilita HUD alternativo,オルタナティブHUD有効,대체 HUD 사용,Alternatieve HUD inschakelen,Włącz alternatywny HUD,Habilitar HUD alternativo,,Activează Interfața pe Timp de Joc Alternativă,Альтернативный HUD,Укључи алтернативни HUD,
Show secret count,ALTHUDMNU_SHOWSECRETS,,,,Zobrazit počet skrýší,Zeige Geheimniszähler,,Montri skretkvanton,Mostrar cont. de secretos,,Näytä salojen lukumäärä,Afficher compteur de secrets,,Mostra il conteggio dei segreti,シークレット数 表示,비밀 수 표시,Toon het aantal geheimen,Pokaż liczbę sekretów,Mostrar contagem de segredos,,Afișează numărul secretelor,Отображение обнаруженных тайников,Прикажи количину тајна,
Show monster count,ALTHUDMNU_SHOWMONSTERS,,,,Zobrazit počet příšer,Zeige Monsterzähler,,Montri monstro-kvanton,Mostrar cont. de monstruos,,Näytä hirviöiden lukumäärä,Afficher compteur de monstres,,Mostra il conteggio dei mostri,モンスター数 表示,적 개체 수 표시,Toon het aantal monsters,Pokaż liczbę zabójstw,Mostrar contagem de monstros,,Afișează numărul de monștri,Отображение количества монстров,Прикажи количину чудовишта,
Show item count,ALTHUDMNU_SHOWITEMS,,,,Zobrazit počet předmětů,Zeige Gegenstandszähler,,Montri aĵkvanton,Mostrar cont. de objetos,,Näytä esineiden lukumäärä,Afficher compteur d'objets,,Mostra il conteggio degli oggetti,アイテム数の表示,아이템 수 표시,Toon het aantal items,Pokaż liczbę przedmiotów,Mostrar contagem de itens,,Afișează numărul de obiecte,Отображение количества предметов,Прикажи количину предмета,
Show stamina and accuracy,ALTHUDMNU_SHOWSTATS,,,,Zobrazit výdrž a přesnost,Zeige Kondition und Genauigkeit,,Montri viglecon kaj akuratecon,Mostrar resistencia/precisión,,Näytä puhti ja tarkkuus,Afficher Endurance et Précision,,Mostra stamina e accuratezza,スタミナと精度の表示,스테미나와 정확도를 표시,Toon uithoudingsvermogen en nauwkeurigheid,Pokaż wytrzymałość i precyzję,Mostrar resistência e precisão,,Afișează rezistența fizică si acuratețea,Отображение стойкости и точности,Прикажи издржљивост и прецизност,
Show berserk,ALTHUDMNU_SHOWBERSERK,,,,Zobrazit berserk,Zeige Berserk,,Montri frenezecon,Mostrar berserker,,Näytä raivo,Afficher Berserk,,Mostra il berserk,バーサーク表示,버서크 아이템을 표시,Toon berserk,Pokaż szał,Mostrar berserk,,Afișează pachetul de forță mărită,Отображение берсерка,Прикажи берсерк,
Show weapons,ALTHUDMNU_SHOWWEAPONS,,,,Zobrazit zbraně,Zeige Waffen,,Montri aromojn,Mostrar armas,,Näytä aseet,Afficher Armes,,Mostra le armi,武器表示,무기들을 표시,Toon wapens,Pokaż bronie,Mostrar armas,,Afișează armele,Отображение оружия,Прикажи оружја,
Show ammo for,ALTHUDMNU_SHOWAMMO,,,,Zobrazit munici pro,Zeige Munition,,Montri municion por,Mostrar munición para,,Näytä ammukset aseelle,Afficher Munitions pour,,Mostra le munizioni per,弾薬とか 表示,탄약을 표시,Toon munitie voor,Pokaż amunicję dla,Mostrar munição para,,Afișează muniția pentru,Показывать патроны для,Прикажи муниције за,
Show time,ALTHUDMNU_SHOWTIME,,,,Zobrazit čas,Zeige Zeit,,Montri tempon,Mostrar tiempo,,Näytä aika,Afficher temps niveau,,Mostra il tempo,時間の表示,시간 표시,Toon tijd,Pokaż czas,Mostrar tempo,,Afișează timpul,Отображение времени,Прикажи време,
Time color,ALTHUDMNU_TIMECOLOR,,,Time colour,Barva času,Zeiot-Farbe,,Tempkoloro,Color del tiempo,,Ajan väri,Couleur du timer,,Colore del tempo,時間の字色,시간 색상,Tijdskleur,Kolor czasu,Cor do tempo,,Culoare timp,Цвет времени,Боја времена,
